nct_id,adverse_event_term,organ_system,serious,frequency_threshold,assessed_participants,affected_participants,events,event_type,antibody_name,antibody_category,indication,phase,enrollment
NCT80948906,Fatigue,General disorders and administration site conditions,No,10%,510,48,49,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 4,510
NCT80948906,Fatigue,General disorders and administration site conditions,No,15%,510,10,15,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 4,510
NCT80948906,Fatigue,General disorders and administration site conditions,No,5%,510,31,49,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 4,510
NCT80948906,Fatigue,General disorders and administration site conditions,No,15%,510,34,42,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 4,510
NCT37486257,Fatigue,General disorders and administration site conditions,No,15%,433,38,54,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 4,433
NCT37486257,Fatigue,General disorders and administration site conditions,No,15%,433,15,23,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 4,433
NCT37486257,Fatigue,General disorders and administration site conditions,No,10%,433,37,51,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 4,433
NCT37486257,Fatigue,General disorders and administration site conditions,No,5%,433,18,20,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 4,433
NCT37486257,Fatigue,General disorders and administration site conditions,No,5%,433,30,36,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 4,433
NCT37486257,Fatigue,General disorders and administration site conditions,No,5%,433,7,10,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 4,433
NCT37486257,Fatigue,General disorders and administration site conditions,No,15%,433,6,12,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 4,433
NCT37486257,Fatigue,General disorders and administration site conditions,No,15%,433,10,17,All Causality,Adalimumab,Anti-TNF,Crohn's Disease,Phase 4,433
NCT37486257,Fatigue,General disorders and administration site conditions,No,15%,433,23,31,Treatment Emergent,Adalimumab,Anti-TNF,Crohn's Disease,Phase 4,433
NCT96417196,Fatigue,General disorders and administration site conditions,No,10%,625,4,4,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 1,625
NCT96417196,Fatigue,General disorders and administration site conditions,No,10%,625,48,65,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 1,625
NCT96417196,Fatigue,General disorders and administration site conditions,No,15%,625,32,64,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 1,625
NCT96417196,Fatigue,General disorders and administration site conditions,No,15%,625,43,45,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 1,625
NCT96417196,Fatigue,General disorders and administration site conditions,No,10%,625,47,91,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 1,625
NCT96417196,Fatigue,General disorders and administration site conditions,No,15%,625,47,59,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 1,625
NCT96417196,Fatigue,General disorders and administration site conditions,No,15%,625,33,49,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 1,625
NCT96417196,Fatigue,General disorders and administration site conditions,No,5%,625,5,9,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 1,625
NCT96417196,Fatigue,General disorders and administration site conditions,No,10%,625,23,43,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 1,625
NCT96417196,Fatigue,General disorders and administration site conditions,No,10%,625,32,48,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 1,625
NCT96417196,Fatigue,General disorders and administration site conditions,No,5%,625,21,31,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 1,625
NCT96417196,Fatigue,General disorders and administration site conditions,No,5%,625,18,22,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 1,625
NCT44511828,Fatigue,General disorders and administration site conditions,No,15%,246,12,15,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 2,246
NCT44511828,Fatigue,General disorders and administration site conditions,No,15%,246,14,17,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 2,246
NCT44511828,Fatigue,General disorders and administration site conditions,No,5%,246,23,44,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 2,246
NCT44511828,Fatigue,General disorders and administration site conditions,No,5%,246,8,13,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 2,246
NCT44511828,Fatigue,General disorders and administration site conditions,No,10%,246,4,8,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 2,246
NCT44511828,Fatigue,General disorders and administration site conditions,No,5%,246,22,40,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 2,246
NCT44511828,Fatigue,General disorders and administration site conditions,No,5%,246,1,1,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 2,246
NCT44511828,Fatigue,General disorders and administration site conditions,No,10%,246,14,19,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 2,246
NCT44511828,Fatigue,General disorders and administration site conditions,No,5%,246,1,2,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 2,246
NCT44511828,Fatigue,General disorders and administration site conditions,No,15%,246,15,26,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 2,246
NCT44511828,Fatigue,General disorders and administration site conditions,No,15%,246,7,10,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 2,246
NCT44511828,Fatigue,General disorders and administration site conditions,No,10%,246,23,25,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 2,246
NCT44511828,Fatigue,General disorders and administration site conditions,No,5%,246,23,44,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 2,246
NCT44511828,Fatigue,General disorders and administration site conditions,No,15%,246,3,3,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 2,246
NCT44511828,Fatigue,General disorders and administration site conditions,No,10%,246,3,4,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 2,246
NCT32085804,Fatigue,General disorders and administration site conditions,No,15%,950,17,23,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 2,950
NCT32085804,Fatigue,General disorders and administration site conditions,No,10%,950,26,41,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 2,950
NCT32085804,Fatigue,General disorders and administration site conditions,No,10%,950,30,54,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 2,950
NCT32085804,Fatigue,General disorders and administration site conditions,No,5%,950,35,56,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 2,950
NCT32085804,Fatigue,General disorders and administration site conditions,No,15%,950,39,61,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 2,950
NCT32085804,Fatigue,General disorders and administration site conditions,No,15%,950,4,6,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 2,950
NCT32085804,Fatigue,General disorders and administration site conditions,No,15%,950,38,73,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 2,950
NCT32085804,Fatigue,General disorders and administration site conditions,No,5%,950,39,46,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 2,950
NCT32085804,Fatigue,General disorders and administration site conditions,No,10%,950,3,6,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 2,950
NCT32085804,Fatigue,General disorders and administration site conditions,No,5%,950,5,9,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 2,950
NCT32085804,Fatigue,General disorders and administration site conditions,No,5%,950,43,76,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 2,950
NCT32085804,Fatigue,General disorders and administration site conditions,No,10%,950,48,59,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 2,950
NCT32085804,Fatigue,General disorders and administration site conditions,No,15%,950,37,68,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 2,950
NCT32085804,Fatigue,General disorders and administration site conditions,No,5%,950,1,2,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 2,950
NCT92889143,Fatigue,General disorders and administration site conditions,No,15%,925,17,18,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 2,925
NCT92889143,Fatigue,General disorders and administration site conditions,No,15%,925,41,45,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 2,925
NCT92889143,Fatigue,General disorders and administration site conditions,No,5%,925,18,33,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 2,925
NCT92889143,Fatigue,General disorders and administration site conditions,No,5%,925,37,67,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 2,925
NCT92889143,Fatigue,General disorders and administration site conditions,No,10%,925,32,35,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 2,925
NCT92889143,Fatigue,General disorders and administration site conditions,No,15%,925,34,46,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 2,925
NCT92889143,Fatigue,General disorders and administration site conditions,No,15%,925,24,39,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 2,925
NCT92889143,Fatigue,General disorders and administration site conditions,No,15%,925,47,52,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 2,925
NCT15815294,Fatigue,General disorders and administration site conditions,No,10%,247,9,11,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 3,247
NCT15815294,Fatigue,General disorders and administration site conditions,No,15%,247,7,7,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 3,247
NCT15815294,Fatigue,General disorders and administration site conditions,No,5%,247,22,38,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 3,247
NCT15815294,Fatigue,General disorders and administration site conditions,No,10%,247,16,24,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 3,247
NCT15815294,Fatigue,General disorders and administration site conditions,No,15%,247,24,38,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 3,247
NCT15815294,Fatigue,General disorders and administration site conditions,No,5%,247,23,38,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 3,247
NCT15815294,Fatigue,General disorders and administration site conditions,No,15%,247,5,6,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 3,247
NCT15815294,Fatigue,General disorders and administration site conditions,No,10%,247,7,13,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 3,247
NCT15815294,Fatigue,General disorders and administration site conditions,No,10%,247,4,6,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 3,247
NCT15815294,Fatigue,General disorders and administration site conditions,No,5%,247,13,25,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 3,247
NCT15815294,Fatigue,General disorders and administration site conditions,No,15%,247,9,16,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 3,247
NCT68719223,Fatigue,General disorders and administration site conditions,No,5%,346,1,1,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 3,346
NCT68719223,Fatigue,General disorders and administration site conditions,No,10%,346,19,37,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 3,346
NCT68719223,Fatigue,General disorders and administration site conditions,No,15%,346,24,30,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 3,346
NCT68719223,Fatigue,General disorders and administration site conditions,No,5%,346,9,10,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 3,346
NCT68719223,Fatigue,General disorders and administration site conditions,No,10%,346,33,49,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 3,346
NCT68719223,Fatigue,General disorders and administration site conditions,No,5%,346,34,58,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 3,346
NCT68719223,Fatigue,General disorders and administration site conditions,No,5%,346,14,21,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 3,346
NCT30399032,Fatigue,General disorders and administration site conditions,No,15%,749,2,4,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 3,749
NCT30399032,Fatigue,General disorders and administration site conditions,No,10%,749,39,59,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 3,749
NCT30399032,Fatigue,General disorders and administration site conditions,No,5%,749,39,71,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 3,749
NCT30399032,Fatigue,General disorders and administration site conditions,No,10%,749,8,13,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 3,749
NCT30399032,Fatigue,General disorders and administration site conditions,No,10%,749,9,11,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 3,749
NCT30399032,Fatigue,General disorders and administration site conditions,No,5%,749,7,7,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 3,749
NCT79831002,Fatigue,General disorders and administration site conditions,No,15%,273,1,1,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 4,273
NCT79831002,Fatigue,General disorders and administration site conditions,No,5%,273,15,22,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 4,273
NCT79831002,Fatigue,General disorders and administration site conditions,No,15%,273,18,32,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 4,273
NCT79831002,Fatigue,General disorders and administration site conditions,No,5%,273,15,20,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 4,273
NCT49032232,Fatigue,General disorders and administration site conditions,No,5%,29,2,3,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 4,29
NCT49032232,Fatigue,General disorders and administration site conditions,No,5%,29,2,3,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 4,29
NCT49032232,Fatigue,General disorders and administration site conditions,No,5%,29,1,1,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 4,29
NCT49032232,Fatigue,General disorders and administration site conditions,No,5%,29,1,2,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 4,29
NCT49032232,Fatigue,General disorders and administration site conditions,No,15%,29,1,2,Treatment Emergent,Adalimumab,Anti-TNF,Psoriasis,Phase 4,29
NCT49032232,Fatigue,General disorders and administration site conditions,No,15%,29,2,2,All Causality,Adalimumab,Anti-TNF,Psoriasis,Phase 4,29
NCT55167681,Fatigue,General disorders and administration site conditions,No,10%,774,46,63,Treatment Emergent,Infliximab,Anti-TNF,Rheumatoid Arthritis,Phase 1,774
NCT55167681,Fatigue,General disorders and administration site conditions,No,5%,774,45,58,All Causality,Infliximab,Anti-TNF,Rheumatoid Arthritis,Phase 1,774
NCT55167681,Fatigue,General disorders and administration site conditions,No,5%,774,18,19,All Causality,Infliximab,Anti-TNF,Rheumatoid Arthritis,Phase 1,774
NCT55167681,Fatigue,General disorders and administration site conditions,No,10%,774,29,40,Treatment Emergent,Infliximab,Anti-TNF,Rheumatoid Arthritis,Phase 1,774
NCT55167681,Fatigue,General disorders and administration site conditions,No,15%,774,23,41,All Causality,Infliximab,Anti-TNF,Rheumatoid Arthritis,Phase 1,774
NCT55167681,Fatigue,General disorders and administration site conditions,No,15%,774,12,20,All Causality,Infliximab,Anti-TNF,Rheumatoid Arthritis,Phase 1,774
NCT55167681,Fatigue,General disorders and administration site conditions,No,5%,774,22,23,Treatment Emergent,Infliximab,Anti-TNF,Rheumatoid Arthritis,Phase 1,774
NCT55167681,Fatigue,General disorders and administration site conditions,No,5%,774,30,49,All Causality,Infliximab,Anti-TNF,Rheumatoid Arthritis,Phase 1,774
NCT55167681,Fatigue,General disorders and administration site conditions,No,5%,774,45,49,All Causality,Infliximab,Anti-TNF,Rheumatoid Arthritis,Phase 1,774
NCT55167681,Fatigue,General disorders and administration site conditions,No,5%,774,47,73,All Causality,Infliximab,Anti-TNF,Rheumatoid Arthritis,Phase 1,774
NCT55167681,Fatigue,General disorders and administration site conditions,No,15%,774,5,10,All Causality,Infliximab,Anti-TNF,Rheumatoid Arthritis,Phase 1,774
NCT55167681,Fatigue,General disorders and administration site conditions,No,10%,774,32,40,Treatment Emergent,Infliximab,Anti-TNF,Rheumatoid Arthritis,Phase 1,774
NCT55167681,Fatigue,General disorders and administration site conditions,No,15%,774,27,34,All Causality,Infliximab,Anti-TNF,Rheumatoid Arthritis,Phase 1,774
NCT16019324,Fatigue,General disorders and administration site conditions,No,5%,21,1,1,Treatment Emergent,Infliximab,Anti-TNF,Rheumatoid Arthritis,Phase 1,21
NCT16019324,Fatigue,General disorders and administration site conditions,No,5%,21,2,2,All Causality,Infliximab,Anti-TNF,Rheumatoid Arthritis,Phase 1,21
