nct_id,antibody_name,antibody_category,indication,phase,enrollment,adverse_event_term,organ_system,serious,severity,assessed_participants,affected_participants,events,fraction_affected_%,is_failed_candidate,failure_reason,dose_mg_m2,duration_days,reversible,manageable,management_strategy,time_to_onset_days,resolution_days
NCT85107447,Sarilumab,Anti-IL-6,Non-Hodgkin Lymphoma,Phase 1,250,Thrombocytopenia,Musculoskeletal disorders,No,Severe,250,27,28,10.8,No,,17,114,No,No,Supportive care,4,54
NCT41597317,Sarilumab,Anti-IL-6,Colorectal Cancer,Phase 3,388,Diarrhea,Cardiac disorders,Yes,Mild,388,36,39,9.28,No,,11,283,No,No,Dose reduction,20,45
NCT75483220,Sarilumab,Anti-IL-6,Melanoma,Phase 2,248,Infusion-related reaction,Musculoskeletal disorders,No,Mild,248,42,44,16.94,No,,12,149,No,Yes,Discontinuation,12,14
NCT83724920,Sarilumab,Anti-IL-6,Melanoma,Phase 1,190,Colitis,Hepatobiliary disorders,No,Mild,190,39,39,20.53,No,,10,139,No,Yes,Supportive care,11,33
NCT99002429,Sarilumab,Anti-IL-6,Multiple Myeloma,Phase 4,71,Thrombocytopenia,Hepatobiliary disorders,No,Severe,71,8,11,11.27,No,,17,133,Yes,Yes,Discontinuation,20,62
NCT97012104,Sarilumab,Anti-IL-6,Melanoma,Phase 1,213,Fatigue,Respiratory disorders,No,Severe,213,56,60,26.29,Yes,Safety concerns,18,352,No,Yes,Discontinuation,11,56
NCT47683400,Sarilumab,Anti-IL-6,Melanoma,Phase 3,131,Rash,General disorders,No,Severe,131,28,28,21.37,Yes,Competition,2,253,No,No,Treatment interruption,20,82
NCT17771554,Sarilumab,Anti-IL-6,Multiple Sclerosis,Phase 1,58,Diarrhea,Musculoskeletal disorders,Yes,Severe,58,6,9,10.34,Yes,Lack of efficacy,15,268,No,No,Supportive care,23,56
NCT36013032,Sarilumab,Anti-IL-6,Non-Hodgkin Lymphoma,Phase 2,355,Hyperthyroidism,Hepatobiliary disorders,No,Severe,355,69,72,19.44,No,,17,210,Yes,Yes,Treatment interruption,13,58
NCT88699863,Sarilumab,Anti-IL-6,Multiple Sclerosis,Phase 4,467,Rash,Skin disorders,No,Moderate,467,6,6,1.28,No,,10,303,No,Yes,Treatment interruption,13,44
NCT45240287,Sarilumab,Anti-IL-6,Multiple Sclerosis,Phase 1,32,Fatigue,General disorders,No,Moderate,32,2,3,6.25,No,,6,207,Yes,Yes,Discontinuation,27,79
NCT78430349,Sarilumab,Anti-IL-6,Rheumatoid Arthritis,Phase 1,106,Fatigue,Hepatobiliary disorders,No,Mild,106,7,7,6.6,No,,20,81,Yes,Yes,Supportive care,8,11
NCT43691303,Sarilumab,Anti-IL-6,Colorectal Cancer,Phase 3,421,Rash,Skin disorders,No,Severe,421,3,8,0.71,No,,18,175,Yes,No,Supportive care,21,88
NCT99794218,Sarilumab,Anti-IL-6,Multiple Myeloma,Phase 3,186,Cardiotoxicity,Respiratory disorders,No,Mild,186,52,57,27.96,No,,4,327,No,No,Supportive care,10,53
NCT45659743,Sarilumab,Anti-IL-6,Breast Cancer,Phase 2,67,Pneumonitis,Cardiac disorders,No,Severe,67,12,15,17.91,Yes,Lack of efficacy,10,31,Yes,Yes,Supportive care,30,32
NCT59823823,Sarilumab,Anti-IL-6,Rheumatoid Arthritis,Phase 4,461,Neutropenia,Skin disorders,No,Moderate,461,120,122,26.03,No,,20,53,No,Yes,Dose reduction,28,25
NCT44123353,Sarilumab,Anti-IL-6,Melanoma,Phase 1,394,Infusion-related reaction,Gastrointestinal disorders,No,Severe,394,77,79,19.54,No,,1,288,Yes,Yes,Supportive care,10,54
NCT12231722,Sarilumab,Anti-IL-6,Lung Cancer,Phase 2,244,Rash,General disorders,No,Severe,244,15,17,6.15,Yes,Competition,11,199,Yes,Yes,Supportive care,16,85
NCT25414316,Sarilumab,Anti-IL-6,Colorectal Cancer,Phase 1,78,Hypothyroidism,Hepatobiliary disorders,No,Mild,78,10,12,12.82,No,,17,241,Yes,No,Supportive care,8,74
NCT41606410,Sarilumab,Anti-IL-6,Breast Cancer,Phase 4,31,Thrombocytopenia,Gastrointestinal disorders,No,Severe,31,5,7,16.13,No,,15,286,Yes,No,Treatment interruption,4,66
NCT75499996,Sarilumab,Anti-IL-6,Breast Cancer,Phase 2,498,Diarrhea,Skin disorders,No,Mild,498,4,9,0.8,No,,19,183,No,Yes,Dose reduction,11,44
NCT78683034,Sarilumab,Anti-IL-6,Melanoma,Phase 1,376,Hepatotoxicity,Blood disorders,No,Moderate,376,77,79,20.48,No,,11,331,No,No,Supportive care,3,19
NCT93180402,Sarilumab,Anti-IL-6,Non-Hodgkin Lymphoma,Phase 2,420,Infusion-related reaction,Respiratory disorders,Yes,Severe,420,71,73,16.9,Yes,Regulatory issues,8,246,Yes,Yes,Supportive care,10,45
NCT15895644,Sarilumab,Anti-IL-6,Multiple Sclerosis,Phase 4,370,Arthralgia,Skin disorders,No,Mild,370,13,15,3.51,No,,12,226,Yes,No,Dose reduction,24,36
NCT39816377,Sarilumab,Anti-IL-6,Rheumatoid Arthritis,Phase 4,33,Colitis,General disorders,No,Moderate,33,2,3,6.06,No,,4,251,Yes,No,Supportive care,25,72
NCT83823989,Sarilumab,Anti-IL-6,Breast Cancer,Phase 3,410,Colitis,Gastrointestinal disorders,No,Moderate,410,52,53,12.68,Yes,Safety concerns,2,183,No,No,Dose reduction,3,27
NCT21682450,Sarilumab,Anti-IL-6,Rheumatoid Arthritis,Phase 2,196,Anemia,Musculoskeletal disorders,No,Mild,196,6,8,3.06,No,,15,135,Yes,Yes,Supportive care,28,7
NCT98266457,Sarilumab,Anti-IL-6,Breast Cancer,Phase 1,117,Hyperthyroidism,Skin disorders,No,Mild,117,27,32,23.08,No,,1,257,Yes,Yes,Treatment interruption,9,71
NCT71376424,Sarilumab,Anti-IL-6,Multiple Sclerosis,Phase 3,38,Colitis,Hepatobiliary disorders,No,Moderate,38,9,12,23.68,No,,3,316,Yes,No,Dose reduction,11,11
NCT35208074,Sarilumab,Anti-IL-6,Lung Cancer,Phase 2,321,Nausea,Gastrointestinal disorders,No,Moderate,321,63,68,19.63,No,,9,235,No,Yes,Discontinuation,23,88
NCT38156405,Sarilumab,Anti-IL-6,Non-Hodgkin Lymphoma,Phase 1,210,Anemia,Blood disorders,No,Severe,210,32,37,15.24,No,,16,161,Yes,Yes,Supportive care,12,33
NCT83153127,Sarilumab,Anti-IL-6,Lung Cancer,Phase 1,476,Hyperthyroidism,Musculoskeletal disorders,No,Mild,476,1,3,0.21,No,,20,93,Yes,No,Dose reduction,30,38
NCT44552749,Daratumumab,Anti-CD38,Lung Cancer,Phase 1,84,Thrombocytopenia,Musculoskeletal disorders,No,Mild,84,16,17,19.05,No,,11,34,No,Yes,Dose reduction,5,7
NCT22414218,Daratumumab,Anti-CD38,Lung Cancer,Phase 3,342,Hypothyroidism,Respiratory disorders,No,Severe,342,16,19,4.68,No,,8,338,No,Yes,Supportive care,3,72
NCT34138861,Daratumumab,Anti-CD38,Melanoma,Phase 3,96,Thrombocytopenia,Skin disorders,No,Moderate,96,16,16,16.67,No,,13,244,Yes,No,Supportive care,29,73
NCT82160317,Daratumumab,Anti-CD38,Rheumatoid Arthritis,Phase 4,403,Arthralgia,Endocrine disorders,No,Severe,403,21,26,5.21,No,,9,313,No,Yes,Dose reduction,29,61
NCT76233802,Daratumumab,Anti-CD38,Lung Cancer,Phase 1,146,Rash,Blood disorders,No,Moderate,146,3,5,2.05,No,,20,169,Yes,Yes,Dose reduction,28,83
NCT40208190,Daratumumab,Anti-CD38,Colorectal Cancer,Phase 1,279,Fatigue,Musculoskeletal disorders,Yes,Moderate,279,13,14,4.66,Yes,Safety concerns,14,292,Yes,Yes,Treatment interruption,30,30
NCT64647720,Daratumumab,Anti-CD38,Lung Cancer,Phase 2,72,Anemia,Gastrointestinal disorders,No,Mild,72,2,5,2.78,No,,11,54,No,Yes,Discontinuation,29,7
NCT74175230,Daratumumab,Anti-CD38,Multiple Sclerosis,Phase 3,232,Anemia,General disorders,Yes,Severe,232,46,47,19.83,No,,4,270,No,No,Treatment interruption,24,16
NCT45192289,Daratumumab,Anti-CD38,Non-Hodgkin Lymphoma,Phase 2,362,Anemia,Blood disorders,No,Moderate,362,72,75,19.89,No,,16,88,Yes,Yes,Discontinuation,27,29
NCT94310933,Daratumumab,Anti-CD38,Multiple Sclerosis,Phase 2,433,Colitis,Endocrine disorders,No,Severe,433,89,91,20.55,Yes,Lack of efficacy,2,161,No,Yes,Treatment interruption,14,21
NCT10719032,Daratumumab,Anti-CD38,Rheumatoid Arthritis,Phase 2,353,Neutropenia,Cardiac disorders,No,Moderate,353,75,77,21.25,No,,4,34,No,No,Dose reduction,16,55
NCT26097717,Daratumumab,Anti-CD38,Breast Cancer,Phase 4,451,Rash,Gastrointestinal disorders,No,Mild,451,26,26,5.76,No,,3,35,Yes,Yes,Treatment interruption,27,65
NCT86655843,Daratumumab,Anti-CD38,Multiple Myeloma,Phase 2,123,Infusion-related reaction,Blood disorders,No,Mild,123,7,7,5.69,No,,8,218,No,No,Treatment interruption,30,46
NCT86694103,Daratumumab,Anti-CD38,Multiple Myeloma,Phase 3,120,Diarrhea,General disorders,No,Mild,120,34,38,28.33,No,,16,262,No,Yes,Dose reduction,4,46
NCT83214129,Daratumumab,Anti-CD38,Non-Hodgkin Lymphoma,Phase 1,312,Cardiotoxicity,Musculoskeletal disorders,No,Moderate,312,57,62,18.27,No,,15,104,Yes,No,Treatment interruption,21,43
NCT78831472,Daratumumab,Anti-CD38,Rheumatoid Arthritis,Phase 1,345,Arthralgia,Musculoskeletal disorders,No,Moderate,345,102,106,29.57,No,,1,120,No,Yes,Discontinuation,17,14
NCT13998629,Daratumumab,Anti-CD38,Breast Cancer,Phase 1,83,Hyperthyroidism,Hepatobiliary disorders,No,Moderate,83,21,23,25.3,No,,3,195,Yes,No,Supportive care,24,42
NCT50333458,Daratumumab,Anti-CD38,Melanoma,Phase 2,175,Colitis,Endocrine disorders,No,Moderate,175,18,20,10.29,No,,11,294,Yes,No,Supportive care,4,1
NCT15516142,Daratumumab,Anti-CD38,Colorectal Cancer,Phase 4,468,Hypothyroidism,Cardiac disorders,Yes,Mild,468,5,7,1.07,No,,6,205,No,Yes,Discontinuation,17,11
NCT76889022,Daratumumab,Anti-CD38,Rheumatoid Arthritis,Phase 1,408,Hyperthyroidism,General disorders,No,Mild,408,102,107,25.0,No,,8,294,No,No,Discontinuation,4,45
NCT21307827,Daratumumab,Anti-CD38,Lung Cancer,Phase 2,149,Cardiotoxicity,Hepatobiliary disorders,No,Mild,149,40,40,26.85,No,,20,50,No,Yes,Supportive care,17,28
NCT11626158,Daratumumab,Anti-CD38,Non-Hodgkin Lymphoma,Phase 4,351,Rash,General disorders,No,Mild,351,69,73,19.66,No,,13,73,No,Yes,Discontinuation,3,29
NCT66707747,Daratumumab,Anti-CD38,Lung Cancer,Phase 2,107,Hypothyroidism,General disorders,Yes,Severe,107,25,30,23.36,No,,11,335,No,Yes,Treatment interruption,26,60
NCT33977672,Daratumumab,Anti-CD38,Multiple Sclerosis,Phase 4,422,Arthralgia,Hepatobiliary disorders,No,Mild,422,125,129,29.62,No,,9,329,Yes,Yes,Treatment interruption,25,14
NCT34334992,Daratumumab,Anti-CD38,Rheumatoid Arthritis,Phase 2,486,Rash,Endocrine disorders,No,Mild,486,6,9,1.23,No,,1,267,No,No,Discontinuation,8,53
NCT39014689,Daratumumab,Anti-CD38,Rheumatoid Arthritis,Phase 3,261,Colitis,General disorders,Yes,Moderate,261,30,35,11.49,No,,1,99,No,Yes,Supportive care,8,68
NCT51777402,Daratumumab,Anti-CD38,Melanoma,Phase 4,73,Fatigue,Gastrointestinal disorders,No,Severe,73,21,24,28.77,No,,3,124,Yes,No,Supportive care,19,16
NCT38821023,Daratumumab,Anti-CD38,Multiple Sclerosis,Phase 3,390,Arthralgia,General disorders,No,Moderate,390,112,116,28.72,No,,9,72,No,Yes,Treatment interruption,17,55
NCT71348689,Daratumumab,Anti-CD38,Melanoma,Phase 3,107,Neutropenia,Hepatobiliary disorders,No,Mild,107,6,8,5.61,No,,3,325,Yes,Yes,Treatment interruption,26,68
NCT99372822,Daratumumab,Anti-CD38,Multiple Sclerosis,Phase 2,188,Cardiotoxicity,Skin disorders,No,Mild,188,45,46,23.94,No,,14,240,Yes,No,Supportive care,26,52
NCT71905226,Daratumumab,Anti-CD38,Melanoma,Phase 4,37,Pneumonitis,Blood disorders,No,Severe,37,9,10,24.32,No,,14,58,Yes,Yes,Treatment interruption,15,85
NCT59816972,Daratumumab,Anti-CD38,Multiple Sclerosis,Phase 2,240,Fatigue,Endocrine disorders,No,Mild,240,36,39,15.0,No,,15,325,Yes,Yes,Discontinuation,6,42
NCT49025344,Daratumumab,Anti-CD38,Lung Cancer,Phase 3,208,Colitis,Cardiac disorders,No,Mild,208,53,55,25.48,No,,3,113,Yes,Yes,Dose reduction,28,12
NCT10579297,Daratumumab,Anti-CD38,Non-Hodgkin Lymphoma,Phase 4,449,Pneumonitis,Endocrine disorders,Yes,Moderate,449,129,129,28.73,No,,19,222,Yes,Yes,Discontinuation,14,72
NCT30432652,Daratumumab,Anti-CD38,Multiple Myeloma,Phase 1,486,Cardiotoxicity,Endocrine disorders,No,Severe,486,122,123,25.1,No,,3,198,Yes,Yes,Discontinuation,12,63
NCT66760716,Daratumumab,Anti-CD38,Multiple Myeloma,Phase 1,374,Thrombocytopenia,Musculoskeletal disorders,No,Mild,374,7,8,1.87,No,,17,51,Yes,Yes,Supportive care,10,3
NCT74299031,Daratumumab,Anti-CD38,Rheumatoid Arthritis,Phase 2,82,Thrombocytopenia,Endocrine disorders,No,Mild,82,4,5,4.88,No,,7,68,No,No,Treatment interruption,12,83
NCT18459614,Daratumumab,Anti-CD38,Melanoma,Phase 3,100,Nausea,Blood disorders,No,Mild,100,4,4,4.0,No,,5,130,No,No,Supportive care,5,59
NCT39179485,Daratumumab,Anti-CD38,Melanoma,Phase 1,103,Cardiotoxicity,General disorders,No,Mild,103,9,13,8.74,No,,16,228,No,Yes,Treatment interruption,24,62
NCT28025209,Daratumumab,Anti-CD38,Multiple Myeloma,Phase 3,210,Hepatotoxicity,Respiratory disorders,Yes,Moderate,210,27,31,12.86,No,,20,134,No,Yes,Treatment interruption,1,60
NCT61501917,Daratumumab,Anti-CD38,Colorectal Cancer,Phase 1,469,Colitis,Blood disorders,No,Severe,469,42,45,8.96,Yes,Safety concerns,8,280,Yes,No,Treatment interruption,24,84
NCT86455632,Daratumumab,Anti-CD38,Non-Hodgkin Lymphoma,Phase 2,411,Anemia,General disorders,No,Mild,411,93,95,22.63,No,,16,316,Yes,No,Supportive care,21,44
NCT66991302,Daratumumab,Anti-CD38,Melanoma,Phase 2,223,Diarrhea,Blood disorders,Yes,Mild,223,53,55,23.77,Yes,Safety concerns,10,115,No,Yes,Discontinuation,25,31
NCT93989135,Daratumumab,Anti-CD38,Multiple Myeloma,Phase 4,169,Hepatotoxicity,Respiratory disorders,Yes,Severe,169,41,42,24.26,Yes,Lack of efficacy,20,205,Yes,Yes,Supportive care,3,81
NCT83024766,Daratumumab,Anti-CD38,Melanoma,Phase 1,382,Pneumonitis,Skin disorders,No,Severe,382,19,23,4.97,No,,3,97,No,No,Discontinuation,25,42
NCT31427622,Daratumumab,Anti-CD38,Breast Cancer,Phase 1,488,Neutropenia,Musculoskeletal disorders,No,Moderate,488,128,130,26.23,No,,19,45,Yes,Yes,Treatment interruption,28,59
NCT65736252,Daratumumab,Anti-CD38,Multiple Myeloma,Phase 4,73,Thrombocytopenia,Endocrine disorders,Yes,Mild,73,5,9,6.85,No,,14,69,Yes,Yes,Discontinuation,30,84
NCT82244475,Daratumumab,Anti-CD38,Rheumatoid Arthritis,Phase 1,309,Hyperthyroidism,Skin disorders,No,Mild,309,64,66,20.71,No,,7,240,No,No,Dose reduction,30,66
NCT53135244,Daratumumab,Anti-CD38,Non-Hodgkin Lymphoma,Phase 4,231,Cardiotoxicity,General disorders,Yes,Severe,231,5,7,2.16,No,,12,286,No,Yes,Dose reduction,8,81
NCT42244162,Daratumumab,Anti-CD38,Multiple Sclerosis,Phase 1,166,Hepatotoxicity,Respiratory disorders,Yes,Severe,166,37,39,22.29,No,,16,193,No,Yes,Treatment interruption,11,75
NCT85202098,Daratumumab,Anti-CD38,Lung Cancer,Phase 2,380,Hepatotoxicity,Skin disorders,No,Severe,380,101,106,26.58,No,,9,52,Yes,No,Treatment interruption,20,73
NCT35469513,Daratumumab,Anti-CD38,Colorectal Cancer,Phase 1,488,Arthralgia,Skin disorders,Yes,Severe,488,2,4,0.41,No,,11,85,Yes,Yes,Discontinuation,26,88
NCT41623294,Daratumumab,Anti-CD38,Breast Cancer,Phase 3,234,Hyperthyroidism,Blood disorders,No,Mild,234,37,39,15.81,No,,14,245,No,Yes,Supportive care,3,48
NCT79664948,Daratumumab,Anti-CD38,Colorectal Cancer,Phase 4,43,Fatigue,Gastrointestinal disorders,Yes,Severe,43,8,10,18.6,Yes,Safety concerns,17,116,No,No,Discontinuation,12,37
NCT73540243,Daratumumab,Anti-CD38,Rheumatoid Arthritis,Phase 1,378,Colitis,Cardiac disorders,No,Mild,378,34,39,8.99,No,,12,237,No,No,Discontinuation,1,49
NCT90170989,Daratumumab,Anti-CD38,Breast Cancer,Phase 2,334,Diarrhea,Hepatobiliary disorders,Yes,Moderate,334,83,84,24.85,Yes,Safety concerns,17,184,No,No,Dose reduction,14,28
NCT14023901,Daratumumab,Anti-CD38,Breast Cancer,Phase 4,448,Diarrhea,Cardiac disorders,No,Moderate,448,57,58,12.72,No,,7,204,No,No,Dose reduction,23,86
NCT63015281,Daratumumab,Anti-CD38,Colorectal Cancer,Phase 3,183,Diarrhea,Cardiac disorders,No,Severe,183,10,15,5.46,Yes,Competition,9,151,Yes,No,Treatment interruption,14,17
NCT66788895,Daratumumab,Anti-CD38,Melanoma,Phase 2,390,Diarrhea,Hepatobiliary disorders,No,Mild,390,103,105,26.41,No,,5,363,Yes,No,Dose reduction,2,19
NCT11475967,Daratumumab,Anti-CD38,Colorectal Cancer,Phase 3,160,Hepatotoxicity,Musculoskeletal disorders,No,Mild,160,47,48,29.38,No,,9,139,No,Yes,Treatment interruption,1,42
NCT94776973,Daratumumab,Anti-CD38,Colorectal Cancer,Phase 3,125,Cardiotoxicity,Hepatobiliary disorders,No,Moderate,125,16,18,12.8,No,,1,365,Yes,Yes,Dose reduction,9,38
NCT84684458,Daratumumab,Anti-CD38,Non-Hodgkin Lymphoma,Phase 3,86,Infusion-related reaction,General disorders,Yes,Mild,86,21,23,24.42,No,,18,268,Yes,Yes,Treatment interruption,5,60
NCT99391660,Isatuximab,Anti-CD38,Multiple Sclerosis,Phase 1,86,Rash,Musculoskeletal disorders,No,Moderate,86,5,9,5.81,No,,8,258,No,No,Treatment interruption,28,68
NCT47595359,Isatuximab,Anti-CD38,Multiple Sclerosis,Phase 2,338,Neutropenia,Musculoskeletal disorders,No,Moderate,338,71,74,21.01,No,,20,41,Yes,Yes,Supportive care,6,62
NCT44445183,Isatuximab,Anti-CD38,Melanoma,Phase 3,66,Nausea,General disorders,No,Severe,66,14,19,21.21,Yes,Regulatory issues,10,297,Yes,Yes,Discontinuation,28,39
NCT80465184,Isatuximab,Anti-CD38,Multiple Sclerosis,Phase 1,304,Fatigue,Hepatobiliary disorders,Yes,Moderate,304,75,76,24.67,No,,16,38,No,No,Discontinuation,25,29
NCT76439850,Isatuximab,Anti-CD38,Rheumatoid Arthritis,Phase 2,365,Cardiotoxicity,Hepatobiliary disorders,No,Mild,365,21,25,5.75,No,,10,73,No,No,Discontinuation,12,81
NCT14742062,Isatuximab,Anti-CD38,Multiple Sclerosis,Phase 1,120,Rash,General disorders,Yes,Severe,120,31,34,25.83,No,,16,48,No,No,Dose reduction,9,14
NCT93222239,Isatuximab,Anti-CD38,Multiple Myeloma,Phase 4,333,Colitis,Gastrointestinal disorders,No,Moderate,333,95,100,28.53,No,,17,99,Yes,No,Treatment interruption,13,24
NCT39039450,Isatuximab,Anti-CD38,Multiple Sclerosis,Phase 1,340,Neutropenia,Blood disorders,No,Mild,340,6,7,1.76,No,,5,315,Yes,Yes,Supportive care,2,69
NCT41371937,Isatuximab,Anti-CD38,Non-Hodgkin Lymphoma,Phase 1,199,Thrombocytopenia,Endocrine disorders,No,Moderate,199,52,53,26.13,Yes,Lack of efficacy,16,85,Yes,Yes,Treatment interruption,21,60
NCT69801029,Isatuximab,Anti-CD38,Lung Cancer,Phase 4,191,Arthralgia,Endocrine disorders,No,Moderate,191,37,39,19.37,No,,10,298,Yes,Yes,Discontinuation,2,61
NCT57301311,Isatuximab,Anti-CD38,Multiple Sclerosis,Phase 3,145,Neutropenia,Skin disorders,No,Mild,145,21,25,14.48,No,,1,306,No,No,Treatment interruption,24,21
NCT48345266,Isatuximab,Anti-CD38,Non-Hodgkin Lymphoma,Phase 1,236,Hypothyroidism,Musculoskeletal disorders,No,Mild,236,15,18,6.36,No,,14,137,Yes,No,Dose reduction,21,23
NCT85384347,Isatuximab,Anti-CD38,Rheumatoid Arthritis,Phase 4,262,Hyperthyroidism,General disorders,Yes,Severe,262,65,67,24.81,No,,5,333,No,Yes,Dose reduction,11,29
NCT37427467,Isatuximab,Anti-CD38,Rheumatoid Arthritis,Phase 4,83,Infusion-related reaction,Respiratory disorders,No,Moderate,83,5,7,6.02,No,,18,208,No,No,Treatment interruption,13,20
NCT32029790,Isatuximab,Anti-CD38,Multiple Myeloma,Phase 3,408,Nausea,Musculoskeletal disorders,No,Moderate,408,96,99,23.53,Yes,Safety concerns,7,174,Yes,No,Supportive care,16,75
NCT23580415,Isatuximab,Anti-CD38,Breast Cancer,Phase 1,489,Rash,Musculoskeletal disorders,No,Severe,489,97,101,19.84,No,,9,346,No,Yes,Dose reduction,12,13
NCT70082548,Isatuximab,Anti-CD38,Colorectal Cancer,Phase 3,275,Nausea,Gastrointestinal disorders,No,Mild,275,10,14,3.64,No,,8,276,Yes,Yes,Supportive care,13,9
NCT38993341,Isatuximab,Anti-CD38,Multiple Myeloma,Phase 3,322,Arthralgia,Cardiac disorders,No,Mild,322,83,88,25.78,No,,12,279,Yes,No,Treatment interruption,17,24
NCT82245852,Isatuximab,Anti-CD38,Breast Cancer,Phase 4,162,Hypothyroidism,Musculoskeletal disorders,No,Severe,162,41,44,25.31,Yes,Safety concerns,2,279,Yes,Yes,Treatment interruption,18,15
NCT95261187,Isatuximab,Anti-CD38,Rheumatoid Arthritis,Phase 4,453,Hepatotoxicity,Skin disorders,No,Severe,453,130,133,28.7,No,,20,193,Yes,Yes,Dose reduction,30,28
NCT30352120,Isatuximab,Anti-CD38,Colorectal Cancer,Phase 1,344,Nausea,Blood disorders,No,Severe,344,80,82,23.26,No,,6,111,No,No,Treatment interruption,27,90
NCT75184313,Isatuximab,Anti-CD38,Multiple Sclerosis,Phase 3,243,Cardiotoxicity,Blood disorders,No,Mild,243,56,59,23.05,No,,3,94,Yes,No,Supportive care,2,27
NCT80465914,Isatuximab,Anti-CD38,Multiple Myeloma,Phase 2,28,Rash,Hepatobiliary disorders,No,Severe,28,3,8,10.71,No,,19,85,No,No,Dose reduction,11,2
NCT49463818,Isatuximab,Anti-CD38,Multiple Sclerosis,Phase 1,373,Hepatotoxicity,Gastrointestinal disorders,Yes,Moderate,373,14,17,3.75,No,,12,71,Yes,Yes,Discontinuation,17,87
NCT74563216,Isatuximab,Anti-CD38,Lung Cancer,Phase 1,35,Nausea,Cardiac disorders,Yes,Mild,35,10,15,28.57,No,,18,349,Yes,Yes,Treatment interruption,21,40
NCT96195986,Isatuximab,Anti-CD38,Rheumatoid Arthritis,Phase 3,438,Hyperthyroidism,Hepatobiliary disorders,No,Severe,438,48,53,10.96,Yes,Safety concerns,4,304,No,Yes,Dose reduction,23,64
NCT13687685,Isatuximab,Anti-CD38,Multiple Sclerosis,Phase 1,365,Infusion-related reaction,Hepatobiliary disorders,No,Moderate,365,44,45,12.05,No,,11,96,No,No,Supportive care,7,12
NCT79691432,Isatuximab,Anti-CD38,Colorectal Cancer,Phase 2,224,Thrombocytopenia,Skin disorders,No,Mild,224,47,47,20.98,No,,1,327,Yes,No,Supportive care,18,23
NCT47250185,Isatuximab,Anti-CD38,Breast Cancer,Phase 4,285,Colitis,Cardiac disorders,Yes,Mild,285,85,89,29.82,Yes,Safety concerns,15,222,Yes,Yes,Discontinuation,6,40
NCT64237390,Isatuximab,Anti-CD38,Non-Hodgkin Lymphoma,Phase 4,231,Thrombocytopenia,Respiratory disorders,Yes,Moderate,231,36,41,15.58,No,,16,345,No,No,Dose reduction,11,73
NCT82942394,Isatuximab,Anti-CD38,Multiple Myeloma,Phase 1,28,Hyperthyroidism,General disorders,No,Mild,28,6,11,21.43,No,,1,276,No,Yes,Treatment interruption,30,69
NCT82609720,Isatuximab,Anti-CD38,Non-Hodgkin Lymphoma,Phase 3,430,Cardiotoxicity,Hepatobiliary disorders,No,Mild,430,69,73,16.05,No,,18,210,Yes,No,Treatment interruption,21,90
NCT21097153,Isatuximab,Anti-CD38,Non-Hodgkin Lymphoma,Phase 2,463,Diarrhea,Blood disorders,No,Severe,463,16,16,3.46,No,,15,164,Yes,No,Discontinuation,25,15
NCT93095130,Isatuximab,Anti-CD38,Multiple Sclerosis,Phase 3,59,Nausea,Hepatobiliary disorders,No,Severe,59,9,9,15.25,No,,14,216,No,Yes,Treatment interruption,28,54
NCT99891768,Isatuximab,Anti-CD38,Melanoma,Phase 1,281,Nausea,Skin disorders,Yes,Severe,281,19,21,6.76,No,,18,48,Yes,No,Supportive care,20,90
NCT27236383,Isatuximab,Anti-CD38,Melanoma,Phase 4,383,Hypothyroidism,Gastrointestinal disorders,No,Mild,383,23,28,6.01,No,,4,171,No,Yes,Treatment interruption,9,86
NCT13056632,Isatuximab,Anti-CD38,Multiple Sclerosis,Phase 3,402,Hepatotoxicity,General disorders,No,Mild,402,115,119,28.61,No,,3,326,Yes,No,Treatment interruption,19,23
NCT68540635,Isatuximab,Anti-CD38,Multiple Myeloma,Phase 3,278,Infusion-related reaction,Gastrointestinal disorders,No,Mild,278,25,30,8.99,No,,14,194,Yes,No,Dose reduction,28,21
NCT26144580,Isatuximab,Anti-CD38,Multiple Sclerosis,Phase 1,37,Fatigue,Respiratory disorders,No,Moderate,37,4,9,10.81,No,,9,178,No,Yes,Supportive care,29,71
NCT91869800,Isatuximab,Anti-CD38,Multiple Myeloma,Phase 2,313,Hypothyroidism,Blood disorders,No,Severe,313,51,56,16.29,No,,7,179,Yes,No,Supportive care,15,90
NCT91696773,Isatuximab,Anti-CD38,Breast Cancer,Phase 4,457,Arthralgia,Respiratory disorders,No,Moderate,457,115,117,25.16,No,,17,235,No,Yes,Dose reduction,20,70
NCT80457885,Isatuximab,Anti-CD38,Breast Cancer,Phase 4,236,Diarrhea,General disorders,No,Mild,236,4,5,1.69,No,,13,137,Yes,No,Discontinuation,19,83
NCT24459027,Isatuximab,Anti-CD38,Colorectal Cancer,Phase 4,460,Cardiotoxicity,Gastrointestinal disorders,No,Mild,460,20,20,4.35,No,,9,71,Yes,Yes,Supportive care,13,52
NCT45296791,Isatuximab,Anti-CD38,Non-Hodgkin Lymphoma,Phase 2,399,Fatigue,General disorders,Yes,Moderate,399,40,44,10.03,No,,8,278,Yes,Yes,Supportive care,22,4
